lng,lat,pi,dst,sid,stn,dsts,types
-118.7535,43.09,151,vertebrate fauna,13906,"Graben Dome, Diamond Craters","vertebrate fauna,
 pollen,
 geochronologic,
 plant macrofossil",4
-118.9265,42.558499999999995,151,plant macrofossil,10332,Catlow Rim,"vertebrate fauna,
 geochronologic,
 pollen,
 plant macrofossil",4
-115.77398,39.672830000000005,8873,loss-on-ignition,13920,Newark Valley Pond,"pollen,
 charcoal,
 geochronologic,
 loss-on-ignition",4
-123.014855,42.032084999999995,9089,loss-on-ignition,13923,Upper Squaw Lake,"pollen,
 loss-on-ignition",2
-79.45,45.1666666666667,314,diatom,13930,Three Mile Lake,"water chemistry,
 diatom",2
-78.7166666666667,45.1833333333333,314,water chemistry,13941,Clear Lake,"diatom,
 water chemistry",2
-78.0333333333333,45.0833333333333,314,water chemistry,13944,Crosson Lake,"diatom,
 water chemistry",2
-79.0833333333333,45.15,314,diatom,13945,Dickie Lake,"water chemistry,
 diatom",2
-112.79878777777799,31.99493833333335,663,geochronologic,13985,"Twin Peaks, AZ","plant macrofossil,
 geochronologic",2
-71.70313999999999,-13.099145,6947,charcoal,13986,Lake Refugio 3,"geochronologic,
 pollen,
 charcoal",3
-76.5333,3.0833,9111,geochronologic,13997,La Teta-2,"pollen,
 geochronologic",2
-111.18020666666649,32.297520000000006,663,vertebrate fauna,13998,"Tucson Mountains, Pima Co., AZ","geochronologic,
 vertebrate fauna,
 plant macrofossil",3
-73.06724,5.77789,9106,geochronologic,14001,Pantano de Vargas 1,"pollen,
 geochronologic",2
-78.617775,45.249449999999996,314,water chemistry,14006,Kelly Lake,"diatom,
 water chemistry",2
-74.5625,9.12361111111111,9111,pollen,14011,Boquillas,"geochronologic,
 pollen",2
-72.390575,6.478435,9135,pollen,14029,Laguna Ciega,"geochronologic,
 pollen",2
-104.65,32.2666666666667,663,geochronologic,14070,"Last Chance Canyon, Eddy Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-104.65,32.2666666666667,663,vertebrate fauna,14070,"Last Chance Canyon, Eddy Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-103.81,37.75,644,water chemistry,13835,SP PL7 SE,"water chemistry,
 ostracode surface sample",2
-115.12642,37.299525,644,water chemistry,13840,Upper Pahranagat Lake,"ostracode surface sample,
 water chemistry",2
-105.51361499999999,37.73993,644,ostracode surface sample,13843,Mosca Spring Sand Dunes,"water chemistry,
 ostracode surface sample",2
-108.29127,37.838945,644,water chemistry,13849,Upper Island Mesa,"ostracode surface sample,
 water chemistry",2
-152.825525,58.07697,6586,vertebrate fauna,13851,AFG-012 [Afo-110],"geochronologic,
 vertebrate fauna",2
-145.45452,60.52996,152,plant macrofossil,13897,Corser Bog,"geochronologic,
 pollen,
 plant macrofossil",3
-118.7535,43.09,151,pollen,13906,"Graben Dome, Diamond Craters","vertebrate fauna,
 pollen,
 geochronologic,
 plant macrofossil",4
-78.7166666666667,45.0166666666667,8890,water chemistry,13929,12 Mile Lake,water chemistry,1
-79.7666666666667,45.2166666666667,314,water chemistry,13955,"Lake Joseph, Hamer Bay","diatom,
 water chemistry",2
-91.31399,45.398089999999996,9066,diatom,2597,Amacoy Lake,"water chemistry,
 diatom",2
-70.53891999999999,4.44937,422,geochronologic,13966,Laguna Angel,"pollen,
 geochronologic",2
-73.41581500000001,3.3677599999999996,9106,geochronologic,13972,Laguna Las Margaritas,geochronologic,1
-73.41581500000001,3.3677599999999996,9114,pollen,13972,Laguna Las Margaritas,"charcoal,
 loss-on-ignition,
 pollen",3
-77.28929500000001,44.973845,40,pollen,13975,Stoll Lake,"geochronologic,
 pollen",2
-71.70524499999999,-13.09478,6947,pollen,13982,Lake Refugio 2,"geochronologic,
 pollen,
 charcoal",3
-104.36483333333351,32.409305,663,geochronologic,13991,Rocky Arroyo,"geochronologic,
 vertebrate fauna,
 plant macrofossil",3
-78.617775,45.249449999999996,314,diatom,14006,Kelly Lake,"diatom,
 water chemistry",2
-89.18066,42.782095,5125,pollen surface sample,14012,Gibbs Lake,pollen surface sample,1
-78.17,45.06,314,water chemistry,14017,McKay Lake,"diatom,
 water chemistry",2
-104.65,32.2666666666667,663,plant macrofossil,14070,"Last Chance Canyon, Eddy Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-120.06134499999999,34.27818,6672,geochronologic,14071,ODP Hole 893A,geochronologic,1
-80.87160499999999,46.738535,314,diatom,14121,Waddell Lake,"water chemistry,
 diatom",2
-81.256945,46.11884,314,diatom,14126,Clearsilver Lake,"diatom,
 water chemistry",2
-81.56055,46.10418,314,water chemistry,14134,Low Lake,"diatom,
 water chemistry",2
-137.33495,58.51948,34,diatom,14141,Dagelet (Fritz et al 2004),"geochronologic,
 diatom,
 water chemistry",3
-67.79148,-21.643684999999998,7384,diatom surface sample,13474,Pastos Grandes,"water chemistry,
 diatom surface sample",2
-67.79148,-21.643684999999998,7384,diatom surface sample,13474,Pastos Grandes,"water chemistry,
 diatom surface sample",2
-149.547066666667,-17.63315,8851,pollen,13475,Vaifanaura’amo’ora,"phytolith,
 geochronologic,
 insect,
 geochemistry,
 plant macrofossil,
 diatom,
 charcoal,
 pollen,
 paleomagnetic",9
-95.092245,72.269995,40,diatom surface sample,13485,CI09,"water chemistry,
 diatom surface sample",2
-83.47,79.73,40,water chemistry,13501,Lake HW02,"diatom surface sample,
 water chemistry",2
-87.75,79.65,40,diatom surface sample,13503,Lake E515,"water chemistry,
 diatom surface sample",2
-85.9678,41.08377,684,water chemistry,13595,Loon Lake,"ostracode surface sample,
 water chemistry",2
9.509444,51.730556,1102,charcoal,13632,Ahlequellmoor,"pollen,
 geochronologic,
 charcoal",3
-91.888,68.59049999999999,6384,geochronologic,13657,Lake SL06,geochronologic,1
-123.02039,49.34562,2433,insect,13659,Lynn Creek,"geochronologic,
 insect",2
-107.94375,36.0520833333333,411,plant macrofossil,13672,"Casa Chiquita,  San Juan Co., NM","geochronologic,
 plant macrofossil,
 vertebrate fauna",3
-0.011111111110999161,36.0561111111111,411,geochronologic,13673,Mockingbird Canyon,"plant macrofossil,
 geochronologic,
 vertebrate fauna",3
-112.283333333333,32.4,663,plant macrofossil,13686,Castle Mountains,"vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-123.02868000000001,47.401905,6413,water chemistry,13718,Maggie Lake,water chemistry,1
-92.65749,31.6044,644,ostracode surface sample,13724,Lake Iatt,"water chemistry,
 ostracode surface sample",2
-89.86765,40.465035,1448,ostracode surface sample,13777,Spring Lake,"ostracode surface sample,
 water chemistry",2
-89.338505,34.733075,1448,ostracode surface sample,13789,Lake Chewalla,"water chemistry,
 ostracode surface sample",2
-90.12851,36.728585,1448,water chemistry,13795,Otter Slough,"water chemistry,
 ostracode surface sample",2
-88.28934000000001,40.115335,1448,water chemistry,13800,Kaufman Lake [Clear Lake],"water chemistry,
 ostracode surface sample",2
-121.87,46.945,644,ostracode surface sample,13434,Mowich Lake,"water chemistry,
 ostracode surface sample",2
174.03361999999998,52.733594999999994,2228,macroinvertebrate,13833,ATU-00003 [Shemya 1],macroinvertebrate,1
-105.0052,37.646164999999996,644,ostracode surface sample,13842,Unnmed Spring NW Wallsenb,"water chemistry,
 ostracode surface sample",2
-120.21995,42.615700000000004,644,water chemistry,8560,Lake Abert,"ostracode surface sample,
 water chemistry",2
-90.71307999999999,44.41781,9066,diatom,13902,Lake Arbutus,diatom,1
-118.7535,43.09,151,geochronologic,13906,"Graben Dome, Diamond Craters","vertebrate fauna,
 pollen,
 geochronologic,
 plant macrofossil",4
-64.59709000000001,48.93859500000001,85,pollen,13910,Petit lac Bouchard,"geochronologic,
 plant macrofossil,
 pollen",3
-76.1166666666667,44.7833333333333,9099,water chemistry,13926,Otter Lake,"diatom,
 water chemistry",2
-78.5666666666667,45.0166666666667,314,diatom,13960,Kashagawigamog South Basin,"water chemistry,
 diatom",2
-78.5666666666667,45.0166666666667,314,diatom,13961,Kashagawigamog North Basin,"water chemistry,
 diatom",2
-67.92057,-14.42793,6947,pollen,13964,Lake Chalalán,"geochronologic,
 pollen",2
-76.70941,2.36575,9106,pollen,14000,Rio Timbio,"geochronologic,
 pollen",2
-78.617775,45.249449999999996,314,water chemistry,14006,Kelly Lake,"diatom,
 water chemistry",2
-78.43491499999999,45.17824,314,diatom,14021,Oblong Lake,"water chemistry,
 diatom",2
-72.390575,6.478435,9135,pollen,14029,Laguna Ciega,"geochronologic,
 pollen",2
-79.547365,45.20436,314,water chemistry,14036,Young Lake,"diatom,
 water chemistry",2
-74.09179,3.966935,9132,geochronologic,14052,Laguna Negra de Alsacia,"geochronologic,
 pollen",2
-74.09179,3.966935,9132,pollen,14052,Laguna Negra de Alsacia,"geochronologic,
 pollen",2
-74.299745,3.9532499999999997,9132,geochronologic,14053,Laguna Gobernador,"pollen,
 geochronologic",2
-104.65,32.2666666666667,663,plant macrofossil,14070,"Last Chance Canyon, Eddy Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-104.65,32.2666666666667,663,plant macrofossil,14070,"Last Chance Canyon, Eddy Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-104.65,32.2666666666667,663,geochronologic,14070,"Last Chance Canyon, Eddy Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-135.93081999999998,58.462775,34,geochronologic,14074,Lester 2 (Fritz et al. 2004),"diatom,
 geochronologic,
 water chemistry",3
-74.00278,5.216585,7265,pollen,14086,Páramo de Laguna Verde,"geochronologic,
 pollen",2
-81.06527,46.365835000000004,314,diatom,14093,Swan Lake,"water chemistry,
 diatom",2
-80.83809,46.709835,314,diatom,14123,Little Amy Lake,"diatom,
 water chemistry",2
-75.21022,4.89292,9135,pollen,14148,Rosarito Grande,pollen,1
-93.819725,49.73932,608,water chemistry,14167,ELA 109 (Enache et al 2011),"diatom,
 water chemistry",2
-93.84691000000001,49.649715,608,water chemistry,14173,ELA 131 (Enache et al 2011),"diatom,
 water chemistry",2
-76.43842,-0.68774,6461,geochronologic,13965,Maxus Site 5,"pollen,
 geochronologic",2
-71.708055,-13.091745,6947,geochronologic,13981,Lake Refugio 1,"charcoal,
 geochronologic,
 pollen",3
-71.70524499999999,-13.09478,6947,charcoal,13982,Lake Refugio 2,"geochronologic,
 pollen,
 charcoal",3
-105.916666666667,32.8833333333333,663,vertebrate fauna,13984,Big Boy Canyon,"geochronologic,
 vertebrate fauna",2
-112.79878777777799,31.99493833333335,663,plant macrofossil,13985,"Twin Peaks, AZ","plant macrofossil,
 geochronologic",2
-104.36483333333351,32.409305,663,vertebrate fauna,13991,Rocky Arroyo,"geochronologic,
 vertebrate fauna,
 plant macrofossil",3
-104.36483333333351,32.409305,663,plant macrofossil,13991,Rocky Arroyo,"geochronologic,
 vertebrate fauna,
 plant macrofossil",3
-77.9298,1.883925,422,geochronologic,13993,Laguna Piusbi [Laguna El Trueno],"pollen,
 geochronologic",2
-72.39808,-0.6013,9111,pollen,13994,Quebrada del Amor,"geochronologic,
 pollen",2
-111.18020666666649,32.297520000000006,663,geochronologic,13998,"Tucson Mountains, Pima Co., AZ","geochronologic,
 vertebrate fauna,
 plant macrofossil",3
-98.29587000000001,44.669124999999994,5125,pollen surface sample,14005,Dudley,pollen surface sample,1
-72.390575,6.478435,9135,geochronologic,14029,Laguna Ciega,"geochronologic,
 pollen",2
14.92652,60.651889999999995,8710,pollen,14040,Holtjärnen,"geochronologic,
 pollen",2
-90.10374999999999,38.6867,6583,pollen,8585,Horseshoe Lake,"geochronologic,
 pollen",2
-72.05962,-0.706,422,geochronologic,14042,Pantano de Mónica 2,"geochronologic,
 pollen",2
-72.05567,-0.70373,422,pollen,14043,Pantano de Mónica 3,"geochronologic,
 pollen",2
-84.2054,53.27892,28,diatom,14051,Lake AT01,"loss-on-ignition,
 diatom,
 geochronologic,
 water chemistry,
 paleomagnetic,
 pollen",6
-104.65,32.2666666666667,663,geochronologic,14070,"Last Chance Canyon, Eddy Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-74.157925,3.981795,9132,pollen,14079,Laguna La Primavera,"pollen,
 geochronologic",2
-135.93495000000001,58.459990000000005,34,geochronologic,14083,Lester 1 (Fritz et al. 2004),"water chemistry,
 diatom,
 geochronologic",3
-135.89021,58.478570000000005,34,geochronologic,14084,Lester 3 (Fritz et al. 2004),"water chemistry,
 diatom,
 geochronologic",3
-81.277885,46.060604999999995,314,water chemistry,14095,Carlyle Lake,"diatom,
 water chemistry",2
-81.1368,46.744435,314,diatom,14113,Nickel Lake,"water chemistry,
 diatom",2
-81.256945,46.11884,314,water chemistry,14126,Clearsilver Lake,"diatom,
 water chemistry",2
-81.310265,46.08655,314,diatom,14136,Norway Lake,"water chemistry,
 diatom",2
-93.835955,49.742965,608,diatom,14157,ELA 111 (Enache et al 2011),"water chemistry,
 diatom",2
-93.93147,49.68707,608,diatom,14175,ELA 149 (Enache et al 2011),"diatom,
 water chemistry",2
-106.595833333333,33.1833333333333,663,plant macrofossil,14206,"Tip Top, Sierra Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-101.01109,44.36591,5125,pollen surface sample,13361,Hayes Lake,pollen surface sample,1
-95.214875,43.818565,5125,pollen surface sample,13368,Timber Lake,pollen surface sample,1
-121.50548,53.64545,305,geochronologic,13376,Gerry Lake,geochronologic,1
-45.618399,61.14658,8734,insect,13397,Tasiusaq,"geochronologic,
 insect",2
-121.79528,44.81861,8627,water chemistry,13403,Head Lake,"diatom surface sample,
 water chemistry",2
-121.72833,46.775,8627,diatom surface sample,13424,Unnamed lake7,"water chemistry,
 diatom surface sample",2
-91.98561000000001,44.637010000000004,684,ostracode surface sample,13456,Thompson Lake,"water chemistry,
 ostracode surface sample",2
-68.08176,-21.641795000000002,7384,diatom surface sample,13459,Lake Ballivian,"water chemistry,
 diatom surface sample",2
-109.35802,34.032349999999994,644,water chemistry,13469,Mexican Hay Lake,"ostracode surface sample,
 water chemistry",2
-68.083305,-21.641395,7384,water chemistry,13473,Ramaditas Lake,"diatom surface sample,
 water chemistry",2
-67.79148,-21.643684999999998,7384,water chemistry,13474,Pastos Grandes,"water chemistry,
 diatom surface sample",2
-66.98,82.13,40,water chemistry,13489,Lake S40,"diatom surface sample,
 water chemistry",2
-93.52,74.91,40,diatom surface sample,13523,Lake CI32,"water chemistry,
 diatom surface sample",2
-77.08333333333333,42.416666666666664,684,ostracode surface sample,5710,Lamoka Lake,"water chemistry,
 ostracode surface sample",2
-109.83,72.29,40,water chemistry,13559,Lake WB05,"diatom surface sample,
 water chemistry",2
-84.90268499999999,43.99232,684,ostracode surface sample,13581,Lily Lake,"water chemistry,
 ostracode surface sample",2
-85.83277,43.863420000000005,684,ostracode surface sample,13584,North Lake,"water chemistry,
 ostracode surface sample",2
-85.953525,41.080955,684,ostracode surface sample,13594,McClure's Lake,"water chemistry,
 ostracode surface sample",2
-120.18963500000001,48.44915,6413,water chemistry,13637,Little Twin Lake,"ostracode surface sample,
 water chemistry",2
-113.4425,52.089861111111105,69,geochronologic,13641,Pine Lake,"pollen,
 geochronologic",2
-121.95430999999999,42.363725,6413,ostracode surface sample,13655,Upper Klamath Lake,"water chemistry,
 ostracode surface sample",2
-156.202585,67.75133,7465,geochronologic,13661,"Matcharak Lake, [AMR-186]","vertebrate fauna,
 geochronologic",2
-89.29409,46.24525,123,pollen,10429,Crooked Lake,"geochronologic,
 pollen",2
-123.459,42.022000000000006,8977,pollen,13671,Bolan Lake,"geochronologic,
 pollen",2
-75.22958,4.90185,9135,geochronologic,14144,Rosarito,"pollen,
 geochronologic",2
-113.03725,44.601695,607,diatom,14153,Morrison Lake,"geochronologic,
 diatom",2
-93.75037499999999,49.682289999999995,608,water chemistry,14160,ELA 468 (Enache et al 2011),"diatom,
 water chemistry",2
-93.85470000000001,49.640995000000004,608,water chemistry,14171,ELA 127 (Enache et al 2011),"water chemistry,
 diatom",2
-93.93147,49.68707,608,water chemistry,14175,ELA 149 (Enache et al 2011),"diatom,
 water chemistry",2
-93.71767,49.690065000000004,608,diatom,14179,ELA 224 (Enache et al 2011),diatom,1
-106.595833333333,33.1833333333333,663,plant macrofossil,14206,"Tip Top, Sierra Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-106.595833333333,33.1833333333333,663,plant macrofossil,14206,"Tip Top, Sierra Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-123.17797999999999,47.785145,8639,water chemistry,14211,Heather Lake,water chemistry,1
-165.910035,67.672355,128,pollen,14254,Kotzebue Sound,pollen,1
-104.65,32.2666666666667,663,plant macrofossil,14070,"Last Chance Canyon, Eddy Co., NM","vertebrate fauna,
 plant macrofossil,
 geochronologic",3
-120.06134499999999,34.27818,7212,pollen,14071,ODP Hole 893A,pollen,1
-135.93081999999998,58.462775,34,water chemistry,14074,Lester 2 (Fritz et al. 2004),"diatom,
 geochronologic,
 water chemistry",3
-120.06134499999999,34.27818,7212,pollen,14071,ODP Hole 893A,pollen,1
-81.28899,46.067715,314,water chemistry,14092,Terry Lake,"diatom,
 water chemistry",2
-81.10983,46.12464,314,diatom,14097,Tyson Lake,"water chemistry,
 diatom",2
-80.83809,46.709835,314,water chemistry,14123,Little Amy Lake,"diatom,
 water chemistry",2
-64.375064,45.223477,342,geochronologic,14146,Blomidon (South Section),"insect,
 geochronologic",2
-93.80863,49.786035,608,water chemistry,14165,ELA 438 (Enache et al 2011),"diatom,
 water chemistry",2
